user_id,user_name,recommended_course,course_description,discount,probability,price
15,Пользователь_15,Управление инвестиционным портфелем,"Курс о системном подходе к инвестициям. Вы научитесь распределять активы, оценивать риск-профиль и регулярно ребалансировать портфель.",10%,73,46000
15,Пользователь_15,Риск-менеджмент в инвестициях,"Курс по управлению инвестиционными рисками. Вы научитесь ограничивать потери, использовать стоп-лоссы и оценивать риск на уровне портфеля.",15%,70,41000
16,Пользователь_16,Инвестиции через доверительное управление,"Курс о передаче средств в управление профессионалам. Вы узнаете, как выбирать управляющие компании, оценивать их результаты и комиссии.",20%,97,36000
16,Пользователь_16,Психология инвестирования,"Курс о поведенческих ошибках инвесторов. Вы узнаете, как эмоции влияют на решения, научитесь избегать паники и следовать своей стратегии.",25%,76,27000
16,Пользователь_16,Инвестиции в сырьевые рынки,"Курс по инвестициям в нефть, золото и другие сырьевые активы. Вы узнаете, какие факторы влияют на цены и как использовать сырьё для диверсификации портфеля.",20%,71,44000
16,Пользователь_16,Долгосрочные инвестиции и дивидендные стратегии,"Курс о формировании долгосрочного инвестиционного портфеля. Вы узнаете, как выбирать дивидендные компании, оценивать устойчивость бизнеса и управлять рисками на горизонте лет.",15%,71,42000
16,Пользователь_16,Структурные продукты,"Курс о сложных инвестиционных продуктах. Вы разберётесь в принципах работы структурных нот, защите капитала и сценариях доходности.",15%,96,58000
16,Пользователь_16,Финансовое планирование и личный капитал,"Курс о комплексном управлении личными финансами. Вы научитесь ставить финансовые цели, планировать инвестиции и выстраивать стратегию накоплений.",5%,77,33000
16,Пользователь_16,Инвестиции с нуля: как работает рынок,"Вводный курс для начинающих инвесторов. Вы разберётесь, как устроены финансовые рынки, чем отличаются акции, облигации и фонды, и как формируется доходность и риск инвестиций.",5%,78,25000
16,Пользователь_16,Управление инвестиционным портфелем,"Курс о системном подходе к инвестициям. Вы научитесь распределять активы, оценивать риск-профиль и регулярно ребалансировать портфель.",20%,70,46000
16,Пользователь_16,Фьючерсы и опционы,"Курс по производным финансовым инструментам. Вы разберётесь в механике фьючерсов и опционов, хеджировании, спекулятивных стратегиях и управлении маржой.",10%,85,62000
16,Пользователь_16,Торговля акциями на фондовом рынке,"Практический курс по торговле акциями. Вы научитесь анализировать компании, читать финансовую отчётность, использовать технический анализ и выстраивать торговые стратегии.",25%,81,48000
16,Пользователь_16,DeFi и децентрализованные финансы,"Курс о продуктах децентрализованных финансов. Вы узнаете, как работают DeFi-протоколы, стейкинг, фарминг доходности и связанные с ними риски.",20%,71,47000
16,Пользователь_16,Риск-менеджмент в инвестициях,"Курс по управлению инвестиционными рисками. Вы научитесь ограничивать потери, использовать стоп-лоссы и оценивать риск на уровне портфеля.",20%,95,41000
16,Пользователь_16,Инвестиции в IPO,"Курс о работе с первичными размещениями акций. Вы разберётесь, как отбирать IPO, оценивать перспективы компаний и риски участия.",20%,83,50000
16,Пользователь_16,Автоследование и копирование сделок,"Курс о продукте автоследования и копировании стратегий. Вы узнаете, как выбирать трейдеров, оценивать статистику стратегий и контролировать риски при автоторговле.",10%,95,35000
16,Пользователь_16,Недвижимость как инвестиционный продукт,"Курс об инвестициях в недвижимость. Вы изучите модели доходности, аренду, перепродажу и риски вложений в разные типы объектов.",25%,77,52000
16,Пользователь_16,Облигации: надёжный доход,"Курс посвящён инвестициям в облигации. Вы разберётесь в видах облигаций, доходности, дюрации, кредитных рисках и научитесь подбирать облигации под свои цели.",25%,77,30000
16,Пользователь_16,Трейдинг криптовалютами,"Практический курс по активной торговле криптовалютами. Вы изучите стратегии входа и выхода, работу с ордерами, управление рисками и психологию трейдинга.",15%,77,55000
16,Пользователь_16,ETF и индексные фонды,"Курс о пассивных инвестициях через ETF и индексные фонды. Вы узнаете, как работают фонды, чем они отличаются друг от друга и как использовать их для диверсификации.",25%,71,28000
16,Пользователь_16,Алготрейдинг для частных инвесторов,"Курс по использованию алгоритмических стратегий в торговле. Вы познакомитесь с принципами алготрейдинга, тестированием стратегий и автоматизацией сделок.",5%,96,70000
16,Пользователь_16,Криптовалюты: что это и как инвестировать,"Курс для понимания криптовалютного рынка. Вы разберётесь, что такое блокчейн, биткоин и альткоины, как оценивать проекты и управлять высокой волатильностью.",15%,95,39000
17,Пользователь_17,Управление инвестиционным портфелем,"Курс о системном подходе к инвестициям. Вы научитесь распределять активы, оценивать риск-профиль и регулярно ребалансировать портфель.",25%,79,46000
17,Пользователь_17,Структурные продукты,"Курс о сложных инвестиционных продуктах. Вы разберётесь в принципах работы структурных нот, защите капитала и сценариях доходности.",10%,83,58000
17,Пользователь_17,Инвестиции с нуля: как работает рынок,"Вводный курс для начинающих инвесторов. Вы разберётесь, как устроены финансовые рынки, чем отличаются акции, облигации и фонды, и как формируется доходность и риск инвестиций.",5%,81,25000
17,Пользователь_17,Алготрейдинг для частных инвесторов,"Курс по использованию алгоритмических стратегий в торговле. Вы познакомитесь с принципами алготрейдинга, тестированием стратегий и автоматизацией сделок.",5%,70,70000
17,Пользователь_17,ETF и индексные фонды,"Курс о пассивных инвестициях через ETF и индексные фонды. Вы узнаете, как работают фонды, чем они отличаются друг от друга и как использовать их для диверсификации.",10%,96,28000
17,Пользователь_17,Фьючерсы и опционы,"Курс по производным финансовым инструментам. Вы разберётесь в механике фьючерсов и опционов, хеджировании, спекулятивных стратегиях и управлении маржой.",5%,72,62000
17,Пользователь_17,Торговля акциями на фондовом рынке,"Практический курс по торговле акциями. Вы научитесь анализировать компании, читать финансовую отчётность, использовать технический анализ и выстраивать торговые стратегии.",20%,75,48000
17,Пользователь_17,Инвестиции в сырьевые рынки,"Курс по инвестициям в нефть, золото и другие сырьевые активы. Вы узнаете, какие факторы влияют на цены и как использовать сырьё для диверсификации портфеля.",15%,80,44000
17,Пользователь_17,Криптовалюты: что это и как инвестировать,"Курс для понимания криптовалютного рынка. Вы разберётесь, что такое блокчейн, биткоин и альткоины, как оценивать проекты и управлять высокой волатильностью.",15%,72,39000
17,Пользователь_17,Психология инвестирования,"Курс о поведенческих ошибках инвесторов. Вы узнаете, как эмоции влияют на решения, научитесь избегать паники и следовать своей стратегии.",25%,97,27000
17,Пользователь_17,Автоследование и копирование сделок,"Курс о продукте автоследования и копировании стратегий. Вы узнаете, как выбирать трейдеров, оценивать статистику стратегий и контролировать риски при автоторговле.",5%,91,35000
17,Пользователь_17,Долгосрочные инвестиции и дивидендные стратегии,"Курс о формировании долгосрочного инвестиционного портфеля. Вы узнаете, как выбирать дивидендные компании, оценивать устойчивость бизнеса и управлять рисками на горизонте лет.",5%,86,42000
17,Пользователь_17,Трейдинг криптовалютами,"Практический курс по активной торговле криптовалютами. Вы изучите стратегии входа и выхода, работу с ордерами, управление рисками и психологию трейдинга.",5%,78,55000
17,Пользователь_17,Инвестиции в IPO,"Курс о работе с первичными размещениями акций. Вы разберётесь, как отбирать IPO, оценивать перспективы компаний и риски участия.",20%,93,50000
17,Пользователь_17,Инвестиции через доверительное управление,"Курс о передаче средств в управление профессионалам. Вы узнаете, как выбирать управляющие компании, оценивать их результаты и комиссии.",10%,94,36000
17,Пользователь_17,Риск-менеджмент в инвестициях,"Курс по управлению инвестиционными рисками. Вы научитесь ограничивать потери, использовать стоп-лоссы и оценивать риск на уровне портфеля.",15%,71,41000
17,Пользователь_17,Недвижимость как инвестиционный продукт,"Курс об инвестициях в недвижимость. Вы изучите модели доходности, аренду, перепродажу и риски вложений в разные типы объектов.",0%,70,52000
17,Пользователь_17,DeFi и децентрализованные финансы,"Курс о продуктах децентрализованных финансов. Вы узнаете, как работают DeFi-протоколы, стейкинг, фарминг доходности и связанные с ними риски.",0%,74,47000
17,Пользователь_17,Облигации: надёжный доход,"Курс посвящён инвестициям в облигации. Вы разберётесь в видах облигаций, доходности, дюрации, кредитных рисках и научитесь подбирать облигации под свои цели.",25%,94,30000
17,Пользователь_17,Финансовое планирование и личный капитал,"Курс о комплексном управлении личными финансами. Вы научитесь ставить финансовые цели, планировать инвестиции и выстраивать стратегию накоплений.",5%,72,33000
18,Пользователь_18,Криптовалюты: что это и как инвестировать,"Курс для понимания криптовалютного рынка. Вы разберётесь, что такое блокчейн, биткоин и альткоины, как оценивать проекты и управлять высокой волатильностью.",5%,72,39000
18,Пользователь_18,Недвижимость как инвестиционный продукт,"Курс об инвестициях в недвижимость. Вы изучите модели доходности, аренду, перепродажу и риски вложений в разные типы объектов.",0%,90,52000
18,Пользователь_18,Инвестиции с нуля: как работает рынок,"Вводный курс для начинающих инвесторов. Вы разберётесь, как устроены финансовые рынки, чем отличаются акции, облигации и фонды, и как формируется доходность и риск инвестиций.",10%,71,25000
18,Пользователь_18,Инвестиции через доверительное управление,"Курс о передаче средств в управление профессионалам. Вы узнаете, как выбирать управляющие компании, оценивать их результаты и комиссии.",20%,76,36000
18,Пользователь_18,Фьючерсы и опционы,"Курс по производным финансовым инструментам. Вы разберётесь в механике фьючерсов и опционов, хеджировании, спекулятивных стратегиях и управлении маржой.",15%,84,62000
18,Пользователь_18,Долгосрочные инвестиции и дивидендные стратегии,"Курс о формировании долгосрочного инвестиционного портфеля. Вы узнаете, как выбирать дивидендные компании, оценивать устойчивость бизнеса и управлять рисками на горизонте лет.",10%,78,42000
18,Пользователь_18,Структурные продукты,"Курс о сложных инвестиционных продуктах. Вы разберётесь в принципах работы структурных нот, защите капитала и сценариях доходности.",10%,84,58000
18,Пользователь_18,ETF и индексные фонды,"Курс о пассивных инвестициях через ETF и индексные фонды. Вы узнаете, как работают фонды, чем они отличаются друг от друга и как использовать их для диверсификации.",15%,90,28000
18,Пользователь_18,Психология инвестирования,"Курс о поведенческих ошибках инвесторов. Вы узнаете, как эмоции влияют на решения, научитесь избегать паники и следовать своей стратегии.",0%,70,27000
18,Пользователь_18,Риск-менеджмент в инвестициях,"Курс по управлению инвестиционными рисками. Вы научитесь ограничивать потери, использовать стоп-лоссы и оценивать риск на уровне портфеля.",20%,71,41000
18,Пользователь_18,Инвестиции в IPO,"Курс о работе с первичными размещениями акций. Вы разберётесь, как отбирать IPO, оценивать перспективы компаний и риски участия.",15%,84,50000
18,Пользователь_18,Инвестиции в сырьевые рынки,"Курс по инвестициям в нефть, золото и другие сырьевые активы. Вы узнаете, какие факторы влияют на цены и как использовать сырьё для диверсификации портфеля.",5%,90,44000
18,Пользователь_18,Управление инвестиционным портфелем,"Курс о системном подходе к инвестициям. Вы научитесь распределять активы, оценивать риск-профиль и регулярно ребалансировать портфель.",15%,87,46000
18,Пользователь_18,Торговля акциями на фондовом рынке,"Практический курс по торговле акциями. Вы научитесь анализировать компании, читать финансовую отчётность, использовать технический анализ и выстраивать торговые стратегии.",20%,88,48000
18,Пользователь_18,Облигации: надёжный доход,"Курс посвящён инвестициям в облигации. Вы разберётесь в видах облигаций, доходности, дюрации, кредитных рисках и научитесь подбирать облигации под свои цели.",5%,79,30000
18,Пользователь_18,Алготрейдинг для частных инвесторов,"Курс по использованию алгоритмических стратегий в торговле. Вы познакомитесь с принципами алготрейдинга, тестированием стратегий и автоматизацией сделок.",20%,84,70000
18,Пользователь_18,Финансовое планирование и личный капитал,"Курс о комплексном управлении личными финансами. Вы научитесь ставить финансовые цели, планировать инвестиции и выстраивать стратегию накоплений.",10%,93,33000
18,Пользователь_18,DeFi и децентрализованные финансы,"Курс о продуктах децентрализованных финансов. Вы узнаете, как работают DeFi-протоколы, стейкинг, фарминг доходности и связанные с ними риски.",15%,80,47000
18,Пользователь_18,Трейдинг криптовалютами,"Практический курс по активной торговле криптовалютами. Вы изучите стратегии входа и выхода, работу с ордерами, управление рисками и психологию трейдинга.",5%,81,55000
18,Пользователь_18,Автоследование и копирование сделок,"Курс о продукте автоследования и копировании стратегий. Вы узнаете, как выбирать трейдеров, оценивать статистику стратегий и контролировать риски при автоторговле.",10%,75,35000
19,Пользователь_19,Торговля акциями на фондовом рынке,"Практический курс по торговле акциями. Вы научитесь анализировать компании, читать финансовую отчётность, использовать технический анализ и выстраивать торговые стратегии.",5%,78,48000
19,Пользователь_19,Трейдинг криптовалютами,"Практический курс по активной торговле криптовалютами. Вы изучите стратегии входа и выхода, работу с ордерами, управление рисками и психологию трейдинга.",5%,97,55000
19,Пользователь_19,ETF и индексные фонды,"Курс о пассивных инвестициях через ETF и индексные фонды. Вы узнаете, как работают фонды, чем они отличаются друг от друга и как использовать их для диверсификации.",20%,72,28000
19,Пользователь_19,Облигации: надёжный доход,"Курс посвящён инвестициям в облигации. Вы разберётесь в видах облигаций, доходности, дюрации, кредитных рисках и научитесь подбирать облигации под свои цели.",25%,70,30000
19,Пользователь_19,Структурные продукты,"Курс о сложных инвестиционных продуктах. Вы разберётесь в принципах работы структурных нот, защите капитала и сценариях доходности.",20%,77,58000
19,Пользователь_19,Фьючерсы и опционы,"Курс по производным финансовым инструментам. Вы разберётесь в механике фьючерсов и опционов, хеджировании, спекулятивных стратегиях и управлении маржой.",5%,98,62000
19,Пользователь_19,Психология инвестирования,"Курс о поведенческих ошибках инвесторов. Вы узнаете, как эмоции влияют на решения, научитесь избегать паники и следовать своей стратегии.",10%,79,27000
19,Пользователь_19,Криптовалюты: что это и как инвестировать,"Курс для понимания криптовалютного рынка. Вы разберётесь, что такое блокчейн, биткоин и альткоины, как оценивать проекты и управлять высокой волатильностью.",20%,70,39000
19,Пользователь_19,Управление инвестиционным портфелем,"Курс о системном подходе к инвестициям. Вы научитесь распределять активы, оценивать риск-профиль и регулярно ребалансировать портфель.",20%,75,46000
19,Пользователь_19,DeFi и децентрализованные финансы,"Курс о продуктах децентрализованных финансов. Вы узнаете, как работают DeFi-протоколы, стейкинг, фарминг доходности и связанные с ними риски.",5%,88,47000
19,Пользователь_19,Риск-менеджмент в инвестициях,"Курс по управлению инвестиционными рисками. Вы научитесь ограничивать потери, использовать стоп-лоссы и оценивать риск на уровне портфеля.",10%,79,41000
19,Пользователь_19,Инвестиции с нуля: как работает рынок,"Вводный курс для начинающих инвесторов. Вы разберётесь, как устроены финансовые рынки, чем отличаются акции, облигации и фонды, и как формируется доходность и риск инвестиций.",0%,87,25000
19,Пользователь_19,Финансовое планирование и личный капитал,"Курс о комплексном управлении личными финансами. Вы научитесь ставить финансовые цели, планировать инвестиции и выстраивать стратегию накоплений.",10%,70,33000
19,Пользователь_19,Алготрейдинг для частных инвесторов,"Курс по использованию алгоритмических стратегий в торговле. Вы познакомитесь с принципами алготрейдинга, тестированием стратегий и автоматизацией сделок.",20%,93,70000
19,Пользователь_19,Инвестиции в сырьевые рынки,"Курс по инвестициям в нефть, золото и другие сырьевые активы. Вы узнаете, какие факторы влияют на цены и как использовать сырьё для диверсификации портфеля.",5%,78,44000
19,Пользователь_19,Инвестиции через доверительное управление,"Курс о передаче средств в управление профессионалам. Вы узнаете, как выбирать управляющие компании, оценивать их результаты и комиссии.",15%,93,36000
19,Пользователь_19,Долгосрочные инвестиции и дивидендные стратегии,"Курс о формировании долгосрочного инвестиционного портфеля. Вы узнаете, как выбирать дивидендные компании, оценивать устойчивость бизнеса и управлять рисками на горизонте лет.",25%,85,42000
19,Пользователь_19,Автоследование и копирование сделок,"Курс о продукте автоследования и копировании стратегий. Вы узнаете, как выбирать трейдеров, оценивать статистику стратегий и контролировать риски при автоторговле.",5%,90,35000
19,Пользователь_19,Инвестиции в IPO,"Курс о работе с первичными размещениями акций. Вы разберётесь, как отбирать IPO, оценивать перспективы компаний и риски участия.",0%,92,50000
19,Пользователь_19,Недвижимость как инвестиционный продукт,"Курс об инвестициях в недвижимость. Вы изучите модели доходности, аренду, перепродажу и риски вложений в разные типы объектов.",25%,74,52000
20,Пользователь_20,Недвижимость как инвестиционный продукт,"Курс об инвестициях в недвижимость. Вы изучите модели доходности, аренду, перепродажу и риски вложений в разные типы объектов.",25%,93,52000
20,Пользователь_20,Криптовалюты: что это и как инвестировать,"Курс для понимания криптовалютного рынка. Вы разберётесь, что такое блокчейн, биткоин и альткоины, как оценивать проекты и управлять высокой волатильностью.",25%,89,39000
20,Пользователь_20,Структурные продукты,"Курс о сложных инвестиционных продуктах. Вы разберётесь в принципах работы структурных нот, защите капитала и сценариях доходности.",0%,95,58000
20,Пользователь_20,Долгосрочные инвестиции и дивидендные стратегии,"Курс о формировании долгосрочного инвестиционного портфеля. Вы узнаете, как выбирать дивидендные компании, оценивать устойчивость бизнеса и управлять рисками на горизонте лет.",5%,95,42000
20,Пользователь_20,DeFi и децентрализованные финансы,"Курс о продуктах децентрализованных финансов. Вы узнаете, как работают DeFi-протоколы, стейкинг, фарминг доходности и связанные с ними риски.",20%,82,47000
20,Пользователь_20,Психология инвестирования,"Курс о поведенческих ошибках инвесторов. Вы узнаете, как эмоции влияют на решения, научитесь избегать паники и следовать своей стратегии.",15%,77,27000
20,Пользователь_20,ETF и индексные фонды,"Курс о пассивных инвестициях через ETF и индексные фонды. Вы узнаете, как работают фонды, чем они отличаются друг от друга и как использовать их для диверсификации.",25%,88,28000
20,Пользователь_20,Фьючерсы и опционы,"Курс по производным финансовым инструментам. Вы разберётесь в механике фьючерсов и опционов, хеджировании, спекулятивных стратегиях и управлении маржой.",20%,96,62000
20,Пользователь_20,Трейдинг криптовалютами,"Практический курс по активной торговле криптовалютами. Вы изучите стратегии входа и выхода, работу с ордерами, управление рисками и психологию трейдинга.",0%,70,55000
20,Пользователь_20,Риск-менеджмент в инвестициях,"Курс по управлению инвестиционными рисками. Вы научитесь ограничивать потери, использовать стоп-лоссы и оценивать риск на уровне портфеля.",15%,93,41000
20,Пользователь_20,Инвестиции с нуля: как работает рынок,"Вводный курс для начинающих инвесторов. Вы разберётесь, как устроены финансовые рынки, чем отличаются акции, облигации и фонды, и как формируется доходность и риск инвестиций.",5%,89,25000
20,Пользователь_20,Торговля акциями на фондовом рынке,"Практический курс по торговле акциями. Вы научитесь анализировать компании, читать финансовую отчётность, использовать технический анализ и выстраивать торговые стратегии.",5%,87,48000
20,Пользователь_20,Алготрейдинг для частных инвесторов,"Курс по использованию алгоритмических стратегий в торговле. Вы познакомитесь с принципами алготрейдинга, тестированием стратегий и автоматизацией сделок.",25%,89,70000
20,Пользователь_20,Управление инвестиционным портфелем,"Курс о системном подходе к инвестициям. Вы научитесь распределять активы, оценивать риск-профиль и регулярно ребалансировать портфель.",15%,97,46000
20,Пользователь_20,Автоследование и копирование сделок,"Курс о продукте автоследования и копировании стратегий. Вы узнаете, как выбирать трейдеров, оценивать статистику стратегий и контролировать риски при автоторговле.",25%,82,35000
20,Пользователь_20,Инвестиции в сырьевые рынки,"Курс по инвестициям в нефть, золото и другие сырьевые активы. Вы узнаете, какие факторы влияют на цены и как использовать сырьё для диверсификации портфеля.",25%,78,44000
20,Пользователь_20,Финансовое планирование и личный капитал,"Курс о комплексном управлении личными финансами. Вы научитесь ставить финансовые цели, планировать инвестиции и выстраивать стратегию накоплений.",15%,78,33000
20,Пользователь_20,Инвестиции в IPO,"Курс о работе с первичными размещениями акций. Вы разберётесь, как отбирать IPO, оценивать перспективы компаний и риски участия.",20%,96,50000
20,Пользователь_20,Инвестиции через доверительное управление,"Курс о передаче средств в управление профессионалам. Вы узнаете, как выбирать управляющие компании, оценивать их результаты и комиссии.",10%,75,36000
20,Пользователь_20,Облигации: надёжный доход,"Курс посвящён инвестициям в облигации. Вы разберётесь в видах облигаций, доходности, дюрации, кредитных рисках и научитесь подбирать облигации под свои цели.",5%,70,30000
21,Пользователь_21,Долгосрочные инвестиции и дивидендные стратегии,"Курс о формировании долгосрочного инвестиционного портфеля. Вы узнаете, как выбирать дивидендные компании, оценивать устойчивость бизнеса и управлять рисками на горизонте лет.",5%,95,42000
21,Пользователь_21,Психология инвестирования,"Курс о поведенческих ошибках инвесторов. Вы узнаете, как эмоции влияют на решения, научитесь избегать паники и следовать своей стратегии.",15%,94,27000
21,Пользователь_21,Недвижимость как инвестиционный продукт,"Курс об инвестициях в недвижимость. Вы изучите модели доходности, аренду, перепродажу и риски вложений в разные типы объектов.",15%,74,52000
21,Пользователь_21,Управление инвестиционным портфелем,"Курс о системном подходе к инвестициям. Вы научитесь распределять активы, оценивать риск-профиль и регулярно ребалансировать портфель.",0%,79,46000
21,Пользователь_21,Автоследование и копирование сделок,"Курс о продукте автоследования и копировании стратегий. Вы узнаете, как выбирать трейдеров, оценивать статистику стратегий и контролировать риски при автоторговле.",20%,74,35000
21,Пользователь_21,Облигации: надёжный доход,"Курс посвящён инвестициям в облигации. Вы разберётесь в видах облигаций, доходности, дюрации, кредитных рисках и научитесь подбирать облигации под свои цели.",5%,96,30000
21,Пользователь_21,Инвестиции в IPO,"Курс о работе с первичными размещениями акций. Вы разберётесь, как отбирать IPO, оценивать перспективы компаний и риски участия.",25%,78,50000
21,Пользователь_21,Торговля акциями на фондовом рынке,"Практический курс по торговле акциями. Вы научитесь анализировать компании, читать финансовую отчётность, использовать технический анализ и выстраивать торговые стратегии.",10%,86,48000
21,Пользователь_21,Фьючерсы и опционы,"Курс по производным финансовым инструментам. Вы разберётесь в механике фьючерсов и опционов, хеджировании, спекулятивных стратегиях и управлении маржой.",15%,81,62000
21,Пользователь_21,Алготрейдинг для частных инвесторов,"Курс по использованию алгоритмических стратегий в торговле. Вы познакомитесь с принципами алготрейдинга, тестированием стратегий и автоматизацией сделок.",20%,93,70000
21,Пользователь_21,Риск-менеджмент в инвестициях,"Курс по управлению инвестиционными рисками. Вы научитесь ограничивать потери, использовать стоп-лоссы и оценивать риск на уровне портфеля.",0%,83,41000
21,Пользователь_21,Инвестиции в сырьевые рынки,"Курс по инвестициям в нефть, золото и другие сырьевые активы. Вы узнаете, какие факторы влияют на цены и как использовать сырьё для диверсификации портфеля.",10%,70,44000
21,Пользователь_21,DeFi и децентрализованные финансы,"Курс о продуктах децентрализованных финансов. Вы узнаете, как работают DeFi-протоколы, стейкинг, фарминг доходности и связанные с ними риски.",25%,96,47000
21,Пользователь_21,Финансовое планирование и личный капитал,"Курс о комплексном управлении личными финансами. Вы научитесь ставить финансовые цели, планировать инвестиции и выстраивать стратегию накоплений.",20%,74,33000
21,Пользователь_21,ETF и индексные фонды,"Курс о пассивных инвестициях через ETF и индексные фонды. Вы узнаете, как работают фонды, чем они отличаются друг от друга и как использовать их для диверсификации.",10%,95,28000
21,Пользователь_21,Структурные продукты,"Курс о сложных инвестиционных продуктах. Вы разберётесь в принципах работы структурных нот, защите капитала и сценариях доходности.",0%,71,58000
21,Пользователь_21,Криптовалюты: что это и как инвестировать,"Курс для понимания криптовалютного рынка. Вы разберётесь, что такое блокчейн, биткоин и альткоины, как оценивать проекты и управлять высокой волатильностью.",0%,88,39000
